FoodNumber	FoodName	FoodCategory	Base	FoodGroupCode	Dilution	Units	Description	Comment	EdiblePortion	WATER	TOTNIT	NCF	PROT	FAT	CHO	KCALS	KJ	ALCO	STAR	TOTSUG	AOAC	GLUC	FRUCT	MALT	LACT	SUCR	OSUG	FREESUG	SATFA	CMON	CN3	CN6	TRANS	CHOL	RET	TOTCAR	ACAR	BCAR	BCRYPT	VITA	VITD	THIA	RIBO	NIACEQU	VITC	VITE	VITB6	VITB12	FOLT	PANTO	BIOT	NA	K	CA	MG	P	FE	HFE	NHFE	CU	ZN	CL	I	MN	SE	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
1576	SCALLOPS STEAMED	F	100	34F	1	Grams	 	 	1	73.1	3.7	6.25	23.2	1.4	0	105	446	0	0	0	0	0	0	0	0	0	0	0	.36	.14	.25	.1	0	47	0	0	0	0	0	0	0	.08	.05	5.9	0	.8	0	9	18	.2	2	180	240	29	38	240	1.1	.4	.7	.14	2.6	410	20	.1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1577	SHRIMPS POTTED IN BUTTER	R	100	34F	1	Grams	 	 	1	38.7	1.9	6.32	12.2	41.9	.4	427	1762	0	0	.3	0	0	0	0	.3	0	0	0	26.24	10.06	.78	1	1.45	172	479	304	0	304	0	530	.45	0	.04	2.8	0	2.4	.1	1.6	5	.2	1	2240	214	169	56	147	.9	.3	.6	.96	1.2	3470	69	.01	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
1578	SHRIMPS BOILED FLESH ONLY	F	100	34F	1	Grams	 	 	1	62.5	3.8	6.25	23.8	2.4	0	117	493	0	0	0	0	0	0	0	0	0	0	0	.37	.51	.68	.08	0	130	0	0	0	0	0	0	0	.01	.01	5.4	0	2.9	.1	3	9	.2	1	3840	400	320	110	270	1.8	.7	1.1	1.92	2.3	5850	100	.03	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1579	SHRIMPS BOILED WEIGHED WITH SHELLS	F	100	34F	1	Grams	 	 	1	20.6	1.3	6.25	7.9	.8	0	39	163	0	0	0	0	0	0	0	0	0	0	0	.12	.17	.23	.03	0	42	0	0	0	0	0	0	0	0	0	1.8	0	.9	0	1	3	.1	0	1270	130	110	36	89	.6	.2	.4	.63	.8	1930	33	.01	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
1580	SHRIMPS CANNED IN BRINE FISH ONLY	F	100	34E	1	Grams	 	 	1	74.9	3.3	6.25	20.8	1.2	0	94	398	0	0	0	0	0	0	0	0	0	0	0	.18	.25	.34	.05	0	130	0	0	0	0	0	0	0	.01	.02	4.7	0	1.5	0	2	15	.3	1	980	100	110	49	150	5.1	2	3.1	.23	1.9	1510	81	.04	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
1581	SCAMPI COATED FRIED BLENDED	F	100	33R	1	Grams	 	 	1	49.8	1.5	6.25	9.4	13.6	20.5	237	991	0	20.5	0	1.5	0	0	0	0	0	0	0	1.38	4.76	1.22	4.61	.19	110	0	0	0	0	0	0	0	.11	.04	3	0	3.8	.1	1	8	.3	1	660	130	210	24	310	1.7	.3	1.4	.16	.6	610	41	.35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51	0	0	0
1583	SCAMPI COATED FRIED IN LARD	R	100	33R	1	Grams	 	 	1	53.5	2.3	8.24	14.3	12.1	19.9	240	1008	0	18.6	1.3	.9	0	0	0	1.2	.1	0	0	4.9	4.77	.15	1.08	.02	147	23	5	0	5	0	24	.36	.06	.15	3.2	.5	2	.1	1.7	13	.4	6	526	142	94	28	151	1	.2	.9	.2	1	719	22	.18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51	0	0	0
1584	SCAMPI COATED FRIED PUFA OIL	F	100	33R	1	Grams	 	 	1	49.8	1.5	6.25	9.4	13.6	20.5	237	991	0	20.5	0	1.5	0	0	0	0	0	0	0	1.52	2.89	.45	7.13	.01	110	0	0	0	0	0	0	0	.11	.04	3	0	5.3	.1	1	8	.3	1	660	130	210	24	310	1.7	.3	1.4	.16	.6	610	41	.35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51	0	0	0
1585	SQUID FRESH RAW	F	100	34F	1	Grams	 	 	1	80.5	2.5	6.25	15.4	1.7	0	77	325	0	0	0	0	0	0	0	0	0	0	0	.36	.22	.45	.16	0	225	15	0	0	0	0	15	0	.1	.12	6.7	0	1.2	.7	3	13	.7	7	110	280	13	28	190	.5	.2	.3	.98	1.1	280	20	.02	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1586	SQUID FROZEN RAW	F	100	34F	1	Grams	 	 	1	84.2	2.1	6.25	13.1	1.5	0	66	278	0	0	0	0	0	0	0	0	0	0	0	.32	.19	.4	.14	0	200	15	0	0	0	0	15	0	.05	.02	4.9	0	1.2	.7	3	2	.7	7	190	150	13	36	170	.2	.1	.1	.68	1.2	280	20	.02	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0
1587	SQUID DRIED	F	100	34F	1	Grams	 	 	1	21.8	10.1	6.25	63.3	4.6	0	295	1246	0	0	0	0	0	0	0	0	0	0	0	.97	.59	1.22	.44	0	615	75	0	0	0	0	75	0	.13	.17	20.3	0	6	3.5	15	65	3.4	35	940	610	55	120	620	4	1.6	2.4	3.93	4.4	1400	100	.08	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1588	WHELKS BOILED	F	100	34F	1	Grams	 	 	1	73.9	3.1	6.25	19.5	1.2	0	89	376	0	0	0	0	0	0	0	0	0	0	0	.21	.23	.27	.13	0	125	26	0	0	0	0	26	0	.04	.17	5.5	0	.8	.1	21	6	.5	6	280	190	84	87	140	3.3	1.3	2	6.59	12.1	480	80	.12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1589	WHELKS BOILED WEIGHED WITH SHELLS	F	100	34F	1	Grams	 	 	1	25.1	1.1	6.25	6.6	.4	0	30	128	0	0	0	0	0	0	0	0	0	0	0	.07	.08	.09	.04	0	43	9	0	0	0	0	9	0	.01	.06	1.8	0	.3	0	7	2	.2	2	95	65	29	30	48	1.1	.4	.7	2.24	4.1	160	27	.04	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
1590	WINKLES BOILED	F	100	34F	1	Grams	 	 	1	73	2.5	6.25	15.4	1.2	0	72	306	0	0	0	0	0	0	0	0	0	0	0	.18	.21	.28	.17	0	105	26	0	0	0	0	26	0	.29	.38	5	0	3.9	.1	36	6	.3	3	750	220	130	310	160	10.2	4.1	6.1	1.7	3.3	1160	80	1.2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1591	WINKLES BOILED WEIGHED WITH SHELLS	F	100	34F	1	Grams	 	 	1	13.9	.5	6.25	2.9	.2	0	14	58	0	0	0	0	0	0	0	0	0	0	0	.03	.03	.05	.03	0	20	5	0	0	0	0	5	0	.06	.07	.9	0	.7	0	7	1	.1	1	140	42	25	58	29	1.9	.8	1.1	.32	.6	220	15	.23	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
1592	ABALONE CANNED FISH ONLY	F	100	34E	1	Grams	 	 	1	65.1	4	6.25	24.8	2	0	117	496	0	0	0	0	0	0	0	0	0	0	0	.4	.29	.57	.13	0	58	0	30	0	30	0	5	0	.01	.04	7.9	0	1.1	.1	22	37	.4	9	990	110	10	28	150	8.8	3.5	5.3	.25	2.7	790	100	.05	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1593	ANCHOVIES, CANNED, FISH ONLY	F	100	35A	1	Grams	 	19/08/04 Updated with MW6 BH	1	46.4	4	6.25	25.2	10	0	191	798	0	0	0	0	0	0	0	0	0	0	0	1.6	5.3	.04	1.8	.05	63	57	0	0	0	0	57	5	0	.1	8.5	0	.3	.2	11	18	.9	5	3930	230	300	56	300	4.1	1.6	2.5	.17	3	6090	23	.18	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0
1594	CAVIAR	F	100	34D	1	Grams	 	 	1	74.3	1.7	6.25	10.9	5.4	0	92	385	0	0	0	0	0	0	0	0	0	0	0	.81	1.18	1.47	.24	0	285	0	0	0	0	0	0	5.87	0	.09	2	0	2.8	.3	5	4	.5	13	2120	60	10	3	300	.5	.2	.3	.11	1.1	3180	100	.05	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1595	CHINESE FISH BALLS STEAMED	F	100	34D	1	Grams	 	 	1	82.2	1.9	6.25	11.8	.5	5.5	74	313	0	5.5	0	0	0	0	0	0	0	0	0	.09	.05	.18	.01	0	31	1	0	0	0	0	1	0	.02	.03	3	0	.3	.3	1	4	.1	1	750	110	26	13	100	.2	0	.2	.07	.3	1030	69	.02	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0
1596	CLAMS CANNED SEASONED	F	100	34E	1	Grams	Updated based on recipes database.	Updated based on recipes database. BA 08/05/2017	1	80.6	2	6.25	12.8	1	2.6	70	296	0	2.6	0	0	0	0	0	0	0	0	0	.09	.09	.32	.32	0	34	84	14	0	14	0	86	0	.08	.21	1.7	11.1	0	.1	49.5	15	0	0	528	315	46	10	169	1.4	1.4	0	0	1.4	719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
1597	CURRIED WHITE FISH	R	100	34D	1	Grams	 	 	1	66.5	1.4	6.28	9	20.3	1.4	224	928	0	.3	1.1	.5	.5	.5	0	0	0	0	.4	12.06	5.32	.42	.66	.43	72	190	559	0	554	11	284	.23	.07	.06	3	2.3	1.7	.2	1.4	8	.1	1	257	235	15	15	118	1	.1	.9	.07	.3	395	58	.2	14	0	0	0	0	20.55	0	0	0	0	0	.82	0	0	0	0	0	0	0	0	0	0	0	46.25	0	0	0	0	0	0
1598	CURRIED OILY FISH	R	100	35B	1	Grams	 	 	1	55.2	1.5	7.84	9.6	24.4	3.2	270	1116	0	.3	2.9	1.1	1.2	1	0	0	.6	0	.4	12.78	7.17	1.27	.77	.41	67	197	539	0	533	11	286	7.35	.06	.14	3.9	2.9	1.8	.2	6.6	10	.4	4	274	296	51	26	151	1.5	.3	1.2	.12	.6	438	27	.24	21	0	0	0	0	15.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.43	0	0	0	0	0
1599	CUTTLEFISH RAW	F	100	34F	1	Grams	 	 	1	80.8	2.6	6.25	16.1	.7	0	71	300	0	0	0	0	0	0	0	0	0	0	0	.17	.12	.17	.02	0	110	0	0	0	0	0	0	0	.04	.48	7.1	0	1.2	.4	2	13	.7	2	370	310	59	28	270	3.4	1.4	2	.59	1.2	280	20	.01	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
1600	MCDONALDS FILET O FISH (FISH IN A BUN)	F	100	33R	1	Grams	Manufacturers data; based on McD Filet 'O' Fish only. Updated for Yr 3 RP - Based on manuf data for McD Filet O Fish only SKD 14/06/10 and 06.07.11.	Code updated for the RP Yr1 MS (April 08). Updated for Yr 3 RP SKD 14/06/10 (Energy, protein, CHO profile, fibre, NaCl). Fat and energy updated 06.07.11 RS.	1	48	1.4	7	10	12	26.1	246	1032	0	22	4.2	1	.8	.3	0	1.3	1.6	.1	3.9	2	4.9	.5	3.96	.1	48	49	19	0	19	0	52	.14	.12	.14	3.7	.2	2.5	.1	.7	24	.4	3	440	202	152	25	236	1.2	0	1.2	.07	.9	590	49	.24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	6.88
1601	WHITE FISH IN CHEESE SAUCE	R	100	34D	1	Grams	 	 	1	75.5	1.7	6.32	11	4.8	6.9	113	477	0	4.9	2.1	0	0	0	0	2.1	0	0	0	2.93	1.12	.06	.11	.15	32	45	20	0	20	0	49	.02	.05	.16	3.3	.5	.3	.2	1.7	10	.4	2	442	220	121	16	180	.2	.1	.2	.09	.7	667	58	.01	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.41	0	0	0	0	8.21	0
1602	FISH IN BUN TAKEAWAY (NOT MCDONALDS)	F	100	33R	1	Grams	Changed from recipe code to basic food code for NDNS Rolling Prog Pilot Study Update 14/12/06. NK. Original recipe: 157 (51), 1615 (85), 1762 (11), 2441 (28). Manufacturers data; based on BK burger-	Code changed from recipe to atomic for NDNS rolling prog pilot study.  14/12/06 NK.-Updated for the NDNS RP Yr1 MS (April 08)	1	50.2	1.5	6.09	9.1	10.3	27.4	232	974	0	23.8	3.5	1.2	.8	.4	0	0	2.3	0	2.8	2.29	2.95	.22	4.39	.26	24	1	67	0	67	0	13	.03	.14	.08	3.2	.3	2.4	.1	.6	26	.3	2	290	193	87	22	160	1.2	0	1.2	.05	.5	440	61	.27	15	0	0	0	0	0	0	0	0	0	0	6.29	0	0	0	0	0	0	0	0	0	0	0	30.02	0	0	0	0	0	0
1603	FISH PASTE NOT SMOKED MACKEREL OR SMOKED TROUT PATE	F	100	35A	1	Grams	 	mw6 691-updated 26/04/05-	1	67.1	2.5	6.25	15.3	10.5	3.7	170	708	0	3.2	.5	1.3	0	0	0	0	.5	0	.4	2.55	3.43	2.49	.74	0	36	19	0	0	0	0	19	8.75	.02	.2	7	0	.9	.2	6.3	9	.4	5	600	300	280	33	310	18.3	0	18.3	.6	2	940	310	.08	14	0	0	0	0	.36	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	43.64	3.71	10.36	0	0	0
1604	FISH PIE	R	100	34D	1	Grams	 	 	1	76.2	1.1	6.96	6.9	2.7	12.6	99	420	0	11.2	1.4	1	.2	.2	0	.9	.1	0	0	1.17	.97	.09	.24	.02	18	22	18	0	18	0	25	.16	.14	.06	1.9	5.4	.5	.1	.6	13	.4	1	186	335	34	20	88	.2	0	.2	.04	.3	338	63	.09	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.56	0	0	0	0	0	0
1605	FISH PIE 1 CRUST FLAKY PASTRY	R	100	34D	1	Grams	 	 	1	61.3	2.2	6.94	13.7	11.5	12.9	207	867	0	11.8	1.1	.6	0	0	0	1	.1	0	0	4.54	4.68	.41	1.12	.04	38	54	47	0	47	0	62	.48	.06	.09	4.4	.4	1.3	.2	1.3	10	.3	1	233	246	48	21	139	.4	0	.4	.03	.5	367	74	.11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.56	0	0	0	0	0	0
1606	FISHCAKES, WHITE FISH, COATED IN BREADCRUMBS BAKED/GRILLED	F	100	33R	1	Grams	FAs Sains, Tes, Wait, M&S (cod, haddock & smoked haddock). Ave of 36% white fish and BVO. Updated for Yr3 RP - Based on (cod, haddock)7 prods, 3 br SD 14/6/10. FAs, micros updated  RS 21/06/12.	FAs NDNS RP08 EF.  Yr 3 RP SKD 14/06/10 (Energy, protein, CHO profile, fat profile, fibre, NaCl). Name change 'baked' &macros-UKfood comp fish survey 22.6.11 RS. Update NDNS RPyr4 fish analytical survey sample 37a, RS 21/06/12.	1	56.9	1.5	6.25	9.3	9.4	22.6	206	867	0	20.8	1.8	1.7	.2	.2	1.3	0	.1	0	1.4	1	5.52	.55	1.72	.02	30	0	0	0	0	0	0	0	.25	.07	3.6	0	2	.1	1.4	6	.3	2	356	233	51	19	102	.8	.3	.5	.06	.4	520	58	.17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5	0	0	0	0	0	0
1607	FISHCAKES FRIED BLENDED OIL	F	100	33R	1	Grams	 	 	1	55.2	1.4	6.25	8.6	13.4	16.8	218	911	0	16.8	0	1.7	0	0	0	0	0	0	0	1.83	5.35	1.18	4.43	0	21	0	0	0	0	0	0	0	.07	.14	3.2	0	.4	.3	1	17	.3	1	510	230	110	18	110	.8	0	.8	.03	.4	640	51	.2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
1609	FISHCAKES FRIED IN LARD	F	100	33R	1	Grams	 	 	1	55.2	1.4	6.25	8.6	13.4	16.8	218	911	0	16.8	0	1.7	0	0	0	0	0	0	0	4.43	6.07	.18	2.13	0	29	0	0	0	0	0	0	0	.07	.14	3.2	0	.4	.3	1	17	.3	1	510	230	110	18	110	.8	0	.8	.03	.4	640	51	.2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
1610	FISHCAKES FRIED IN PUFA OIL	F	100	33R	1	Grams	 	 	1	55.2	1.4	6.25	8.6	13.4	16.8	218	911	0	16.8	0	1.7	0	0	0	0	0	0	0	1.95	4.24	.35	6.48	0	21	0	0	0	0	0	0	0	.07	.14	3.2	0	.4	.3	1	17	.3	1	510	230	110	18	110	.8	0	.8	.03	.4	640	51	.2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
1611	FISHCAKES BATTER FRY BLENDED	R	100	33R	1	Grams	 	 	1	40.4	1.6	8.24	9.6	16.8	29.6	301	1260	0	28.3	1.3	1.9	0	0	0	1.2	.1	0	0	2.91	8.21	1.06	3.5	.04	56	23	5	0	5	0	23	.36	.11	.2	3.3	.5	3.2	.2	1.1	17	.5	4	528	272	143	24	168	1.5	0	1.5	.08	.7	730	43	.32	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7	0	0	0	0	0	0
1613	FISHCAKES BATTER FRIED IN LARD	R	100	33R	1	Grams	 	 	1	40.5	1.6	8.24	9.6	16.7	29.6	300	1256	0	28.3	1.3	1.9	0	0	0	1.2	.1	0	0	6.42	6.97	.33	1.76	.04	67	23	5	0	5	0	23	.36	.11	.2	3.3	.5	.7	.2	1.1	17	.5	4	528	272	143	24	168	1.5	0	1.5	.08	.7	731	42	.32	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7	0	0	0	0	0	0
1614	FISHCAKES BATTER FRIED PUFA	R	100	33R	1	Grams	 	 	1	40.4	1.6	8.24	9.6	16.1	29.6	294	1234	0	28.3	1.3	1.9	0	0	0	1.2	.1	0	0	2.95	4.65	.6	7.35	.04	56	23	5	0	5	0	23	.36	.11	.2	3.3	.5	3.9	.2	1.1	17	.5	4	528	272	143	24	168	1.5	0	1.5	.08	.7	730	42	.32	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7	0	0	0	0	0	0
1615	FISH FINGERS GRILLED	F	100	33R	1	Grams	Created based on 8 products/5 brands NDNS RP yr 2 RS 05.06.09..Micrs and FA profile  upd Phs2 NDNSRPY4 usd dta Trn anl svy smp 30 HO 10/04/12	Code upd NDNS rollin prog pilot study. 4/12/06 NK. Upd (macronutrients, fibre, water) NDNS RP yr 2 RS 05.06.09. Macrons upd NDNS RP Y3 (MD) Jun10 usd dta Trns anlyl srvy, smple 30.Micrs, FA prof upd Phs2 RPY4 usd dta Trn anl svy smp 30 HO100412	1	54.6	2.2	6.25	13.9	9.2	20	213	897	0	18.7	1.3	1	.4	.1	.8	0	0	0	0	1.23	4.29	.5	2.68	.01	44	0	0	0	0	0	0	0	.09	.12	4.1	0	2.7	.2	.3	32	.2	0	401	263	23	26	143	.5	.2	.3	.08	.5	580	47	.2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.8	0	0	0	0	0	0
1616	FISH FINGERS FRIED IN BLENDED OIL	F	100	33R	1	Grams	Created based on previous conversion factors between 1616 and 1615 NDNS RP yr 2 RS 05.06.09.	Code updated for NDNS rolling prog pilot study.  4/12/06 NK. Updated (macronutrients, water, fibre) NDNS RP yr 2 RS 05.06.09	1	58	2	6.25	12.3	12.5	17	225	943	0	17	0	1	0	0	0	0	0	0	0	3.16	4.51	.7	3.22	.34	32	0	0	0	0	0	0	0	.11	.07	4.1	0	2.1	.1	1	16	.3	1	290	260	85	22	220	.8	0	.8	.04	.3	360	120	.19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.41	0	0	0	0	0	0
1618	FISH FINGERS FRIED IN LARD	F	100	33R	1	Grams	Created using a conversion factors for for fats from fried in blended oil to fried in lard NDNS RP yr 2 RS 05.06.09	Code updated for NDNS rolling prog pilot study.  4/12/06 NK. Updated (macronutrients, fibre, water) NDNS RP yr 2 RS 05.06.09-	1	58	2	6.25	12.3	12.5	17	225	943	0	17	0	1	0	0	0	0	0	0	0	4.32	4.83	.25	2.3	.25	37	0	0	0	0	0	0	0	.11	.07	4.1	0	.3	.1	1	16	.3	1	290	260	85	22	220	.8	0	.8	.04	.3	360	120	.19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.41	0	0	0	0	0	0
1619	FISH FINGERS FRIED IN PUFA OIL	F	100	33R	1	Grams	Created based on conversion factor for fats from fried in blended oil to fried in pufa oil NDNS RP yr 2 RS 05.06.09	Code updated for NDNS rolling prog pilot study.  4/12/06 NK. Updated (macronutrients, fibre, water) NDNS RP yr 2 RS 05.06.09	1	58	2	6.25	12.3	12.5	17	225	943	0	17	0	1	0	0	0	0	0	0	0	3.22	3.95	.35	4.16	.27	32	0	0	0	0	0	0	0	.11	.07	4.1	0	3.1	.1	1	16	.3	1	290	260	85	22	220	.8	0	.8	.04	.3	360	120	.19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.41	0	0	0	0	0	0
1620	KEDGEREE	R	100	34D	1	Grams	 	 	1	67.2	2.5	6.87	15.6	7.3	9	162	681	0	9	0	.4	0	0	0	0	0	0	0	2.04	3.06	.32	.94	.01	127	78	44	0	44	0	85	2.35	.09	.19	7.3	0	1.8	.2	1.9	13	.5	6	575	181	31	19	146	.6	.1	.6	.05	.7	861	128	.08	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.78	0	0	0	0	0	0
1621	PRAWN CHOP SUEY	R	100	34F	1	Grams	 	 	1	81.6	1.3	7.91	8	2.2	5.1	71	297	0	2.6	2.5	1.1	.7	.7	0	0	1.1	0	1.1	.39	.91	.18	.42	0	66	6	19	9	10	9	9	.16	.08	.08	2.2	3.3	2	.1	.7	38	.5	4	624	133	36	21	84	1.2	.1	1.1	.16	.7	894	12	.19	12	0	0	0	0	0	0	0	0	0	0	46.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.74	0	0	0
1622	ROE COD HARD RAW	F	100	34D	1	Grams	 	 	1	73.7	3.5	6.25	21.7	1.9	0	104	439	0	0	0	0	0	0	0	0	0	0	0	.41	.37	.49	.05	0	330	79	0	0	0	0	79	18	.78	.49	5.1	0	6.2	.3	10	22	3	13	110	170	11	9	320	1	.4	.6	.24	3.5	220	52	.12	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1623	ROE COD HARD BATTERED BLENDED	R	100	33R	1	Grams	 	 	1	45	2.8	8.24	17.4	16.7	19.3	292	1222	0	18	1.3	.9	0	0	0	1.2	.1	0	0	2.8	7.93	1.17	3.33	.02	241	70	5	0	5	0	71	11.16	.44	.35	3.8	.5	7	.2	6.5	20	1.8	10	205	198	64	15	262	1.2	.2	1	.18	2.5	375	46	.23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.05	0	0	0	0	0	0
1625	ROE COD HARD BATTERED FRY LARD	R	100	33R	1	Grams	 	 	1	47.6	2.9	8.24	17.9	12.8	19.9	262	1098	0	18.6	1.3	.9	0	0	0	1.2	.1	0	0	5.08	4.92	.37	1.09	.02	257	72	5	0	5	0	73	11.53	.45	.36	4	.5	4.3	.2	6.7	20	1.8	11	212	204	66	15	271	1.3	.2	1	.19	2.6	388	46	.24	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51	0	0	0	0	0	0
1626	ROE COD HARD BATTERED FRY PUFA	R	100	33R	1	Grams	 	 	1	47.5	2.9	8.24	17.9	12.3	19.9	257	1081	0	18.6	1.3	.9	0	0	0	1.2	.1	0	0	2.42	3.15	.58	5.38	.02	249	72	5	0	5	0	73	11.53	.45	.36	4	.5	6.7	.2	6.7	20	1.8	11	212	204	66	15	271	1.3	.2	1	.19	2.6	387	46	.24	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51	0	0	0	0	0	0
1627	ROE HERRING SOFT RAW	F	100	35B	1	Grams	 	 	1	80	2.7	6.25	16.8	2.6	0	91	382	0	0	0	0	0	0	0	0	0	0	0	.52	.6	.66	.05	0	575	79	0	0	0	0	79	4	0	.29	4.4	0	2.8	.3	5	9	.5	13	120	200	5	5	620	.5	.2	.3	.07	.8	180	29	.01	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1628	ROE HERRING SOFT FRY BLENDED	F	100	35B	1	Grams	 	 	1	52.3	4.2	6.25	26.3	15.8	4.7	265	1107	0	4.7	0	.3	0	0	0	0	0	0	0	2.6	5.4	2.07	4.89	.14	895	75	0	0	0	0	75	6.3	0	.36	6.5	0	2.4	.3	6	8	.6	15	180	320	16	9	970	.9	.4	.5	.11	1.2	290	25	.06	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.46	0	0	0	0	0
1629	ROE HERRING SOFT FRY IN BUTTER	R	100	35B	1	Grams	 	 	1	69.5	3.1	7.82	19.6	9.9	.1	168	700	0	0	.1	0	0	0	0	.1	0	0	0	4.98	2.35	.84	.22	.24	688	173	51	0	51	0	181	4.74	0	.28	4.6	0	3.4	.3	5.9	10	.5	14	194	235	7	6	725	.6	.2	.3	.08	.9	301	37	.01	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.28	0	0	0	0	0
