FoodNumber	FoodGroupCode	FoodName	FoodCategory	Base	Units	Description	Dilution	Comment	EdiblePortion	ACAR	ALCO	BCAR	BCRYPT	BIOT	CA	CHO	CHOL	CL	CMON	CN3	CN6	CU	ENGFIB	FAT	FE	FOLT	FRUCT	GLUC	HFE	I	K	KCALS	KJ	LACT	MALT	MG	MILK	MN	NA	NCF	NHFE	NIACEQU	NMILK	OSUG	P	PANTO	PROT	RET	RIBO	SATFA	SE	STAR	SUCR	THIA	TOTCAR	TOTNIT	TOTSUG	TRANS	VITA	VITB12	VITB6	VITC	VITD	VITE	WATER	ZN	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
918	22B	BACON RASHERS MIDDLE RAW LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	0	0	3	6	0	59	1555	8.48	.26	2.27	.03	0	20	.4	1	0	0	.2	6	260	241	998	0	0	16	0	.01	1480	6.25	.2	7.4	0	0	155	1	15.2	0	.11	7.34	7	0	0	.58	0	2.4	0	.14	0	.5	.4	0	.45	.1	59.9	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
919	22B	BACON RASHERS STREAKY RAW LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	0	0	2	6	0	65	1495	10.11	.42	3.06	.06	0	23.6	.5	1	0	0	.2	7	245	276	1142	0	0	15	0	.01	1255	6.25	.3	7.5	0	0	135	.9	15.8	0	.14	8.19	7	0	0	.45	0	2.5	0	.11	0	.6	.3	0	.9	.1	57.3	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
920	22B	BACON - DRESSED CARCASE RAW	F	100	Grams	 	1	 	1	0	0	0	0	1	7	0	82	2090	14.03	.28	3.17	.1	0	33.3	1	2	0	0	.4	11	250	352	1453	0	0	16	0	.01	1400	6.25	.6	5.3	0	0	130	.3	13	0	.16	12.7	8	0	0	.4	0	2.1	0	.62	0	0	.3	0	0	.1	48.8	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
921	22B	BACON LEAN AVERAGE RAW	F	100	Grams	 	1	Code updated for NDNS rolling prog pilot study.  30/11/06 NK.	1	0	0	0	0	2	9	0	18	1890	3.04	.06	.69	.12	0	7.4	1.2	3	0	0	.5	11	350	147	617	0	0	22	0	.02	1230	6.25	.7	8.7	0	0	180	.6	20.2	0	.25	2.75	9	0	0	.65	0	3.2	0	.13	0	0	.5	0	0	.1	67	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
922	20C	BACON FAT AVERAGE RAW	F	100	Grams	 	1	 	1	0	0	0	0	0	3	0	198	810	34.85	.69	7.86	.06	0	80.9	.7	0	0	0	.3	11	75	747	3075	0	0	4	0	0	560	6.25	.4	3	0	0	38	0	4.8	0	0	31.53	1	0	0	0	0	.8	0	1.84	0	0	0	0	0	.1	12.8	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
923	20C	BACON FAT AVERAGE COOKED	F	100	Grams	 	1	 	1	0	0	0	0	0	7	0	270	1520	31.71	.56	6.8	.09	0	72.8	.8	0	0	0	.3	11	130	692	2852	0	0	10	0	0	990	6.25	.5	5.5	0	0	90	0	9.3	0	0	28.51	2	0	0	0	0	1.5	0	1.25	0	0	0	0	0	.4	13.8	.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
930	23B	BEEF DRESSED CARCASE RAW	F	100	Grams	 	1	 	1	0	0	44	0	1	7	0	59	55	11.73	.15	.59	.13	0	27.4	1.9	5	0	0	.8	6	280	313	1296	0	0	17	0	.04	55	6.25	1.1	6.7	0	0	150	.8	16.6	15	.23	10.91	7	0	0	.05	44	2.7	0	1.2	22	2	.4	0	0	.2	55	3.3	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
931	23B	BEEF LEAN AVERAGE RAW	F	100	Grams	 	1	 	1	0	0	0	0	1	5	0	67	69	1.48	.06	.1	.04	0	3.5	2.1	5	0	0	.8	13	360	122	514	0	0	21	0	0	69	6.25	1.3	9.7	0	0	190	.7	22.6	0	.27	1.4	7	0	0	.07	0	3.6	0	.11	0	2.4	.5	0	.8	.2	73.4	5.7	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
932	20C	BEEF FAT AVERAGE RAW	F	100	Grams	 	1	 	1	0	0	0	0	2	10	0	92	48	15.04	.2	.31	0	0	35.7	.8	21	0	0	.3	13	210	399	1651	0	0	12	0	0	43	6.25	.5	2.9	0	0	120	.7	19.4	0	.16	16.52	2	0	0	.04	0	3.1	0	1.62	0	1.7	.2	0	0	.3	44.8	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
933	20C	BEEF FAT AVERAGE COOKED	F	100	Grams	 	1	 	1	0	0	0	0	2	7	0	101	41	24.05	.24	.88	.01	0	57.8	1.1	27	0	0	.4	15	205	585	2412	0	0	12	0	.01	37	6.25	.7	3.4	0	0	110	.6	16.1	0	.19	26.66	3	0	0	.05	0	2.6	0	2.84	0	1.8	.2	0	0	.1	28.7	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
934	23B	BEEF BRISKET RAW LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	0	0	1	4	0	54	44	6.95	.1	.25	.03	0	16.4	1.5	14	0	0	.6	10	288	222	924	0	0	18	0	0	51	6.25	.9	7.7	0	0	165	.6	18.7	0	.21	7.26	6	0	0	.08	0	3	0	.74	0	1.7	.4	0	.36	.1	63	2.9	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
935	23B	BEEF BRISKET BOILED LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	7	0	2	9	0	78	53	7.57	.14	.29	0	0	17.9	2	15	0	0	.8	10	233	276	1150	0	0	19	0	.02	47	6.25	1.2	9.7	0	0	179	.5	28.6	3	.21	7.81	9	0	0	.04	7	4.6	0	.81	4	2.3	.2	0	.59	0	53.3	5.8	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
936	23B	BEEF BRISKET POT-ROASTED OR BRAISED LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	7	0	2	9	0	78	53	7.57	.14	.29	0	0	17.9	2	15	0	0	.8	10	233	276	1150	0	0	19	0	.02	47	6.25	1.2	9.7	0	0	179	.5	28.6	3	.21	7.81	10	0	0	.04	7	4.6	0	.81	4	2.3	.2	0	.59	0	53.3	5.8	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
937	23B	BEEF FORERIB RAW LEAN & FAT	F	100	Grams	 	1	 	1	0	0	6	0	1	5	0	59	44	8.07	.09	.3	.03	0	19.1	1.5	16	0	0	.6	10	289	248	1030	0	0	19	0	0	52	6.25	.9	9.4	0	0	169	.7	19.1	3	.21	8.64	6	0	0	.09	6	3.1	0	.82	4	1.8	.4	0	.38	.1	62.3	2.9	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
938	23B	BEEF FORERIB ROAST LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	6	0	2	8	0	85	58	8.64	.11	.37	0	0	20.7	1.8	19	0	0	.7	12	320	304	1265	0	0	21	0	0	52	6.25	1.1	10.7	0	0	192	.5	29.4	3	.17	9.3	10	0	0	.06	6	4.7	0	.85	4	2.5	.4	0	.59	.2	50.4	6.1	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
939	23B	BEEF FORERIB ROAST LEAN ONLY	F	100	Grams	 	1	 	1	0	0	8	0	2	9	0	81	64	4.62	.07	.27	0	0	11.4	2	18	0	0	.8	11	355	236	988	0	0	23	0	0	57	6.25	1.2	12.8	0	0	215	.5	33.3	4	.16	5.04	11	0	0	.06	8	5.3	0	.42	5	2.7	.4	0	.75	.2	55.9	7.4	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
940	23B	BEEF MINCED RAW	F	100	Grams	 	1	 	1	0	0	0	0	1	9	0	60	76	6.57	.1	.2	0	0	16.2	1.4	14	0	0	.6	9	255	225	934	0	0	17	0	0	80	6.25	.8	9.4	0	0	160	.5	19.7	0	.13	7.24	7	0	0	.06	0	3.2	0	.81	0	2.2	.4	0	.7	.2	62	3.9	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
941	23B	BEEF MINCED STEWED LEAN & FAT	F	100	Grams	 	1	 	1	0	0	25	0	5	20	0	79	63	5.45	.13	.24	.1	0	13.5	2.2	17	0	0	.9	15	210	209	870	0	0	15	0	.02	73	6.25	1.3	9	0	0	150	.4	21.8	9	.19	5.98	7	0	0	.03	25	3.5	0	.67	13	2.2	.3	0	.9	.3	64.4	5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942	23B	BEEF MINCED STEWED FAT SKIMMED	F	100	Grams	 	1	 	1	0	0	8	0	1	14	0	75	61	3.45	.08	.15	.08	0	8.7	2.3	20	0	0	.9	10	280	177	742	0	0	18	0	0	75	6.25	1.4	9.3	0	0	165	.4	24.7	4	.13	3.79	8	0	0	.03	8	4	0	.43	5	2.7	.2	0	.55	.3	66.6	5.6	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943	23B	BEEF MINCED & THICK GRAVY	R	100	Grams	 	1	 	1	0	0	1	0	1	18	2.2	32	522	4.12	.13	.39	.03	.1	9.8	1	10	.1	.1	.4	14	184	146	606	0	0	12	.4	.07	413	7.52	.6	4.2	.1	.1	95	.2	12.3	0	.06	3.99	4	1.7	.1	.04	1	2	.5	.43	0	.9	.2	.3	.37	.4	73.1	2.3	0	0	0	0	0	0	0	0	0	0	8.82	44.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
944	23B	BEEF MINCE SKIMMED THICK GRAVY	R	100	Grams	 	1	 	1	0	0	1	0	1	19	2.2	30	432	2.62	.12	.37	.06	.1	6.3	1	11	.1	.1	.4	15	200	119	498	0	0	13	.4	.07	356	7.52	.7	4.6	.1	.1	103	.2	13.5	0	.07	2.39	4	1.7	.1	.04	1	2.2	.5	.24	0	1	.2	.3	.27	.4	76.5	2.5	0	0	0	0	0	0	0	0	0	0	8.83	44.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945	23B	BEEF MINCED THICK GRAVY & VEG	R	100	Grams	 	1	 	1	689	0	1960	0	1	23	4.7	26	457	2.84	.05	.14	.04	.7	7.1	.9	12	.4	.4	.3	12	183	123	513	0	0	11	1.5	.09	364	8.42	.6	3.6	0	.2	84	.2	10.4	0	.05	3.15	4	3.1	.5	.06	2304	1.7	1.5	.35	384	.8	.2	.9	.3	.3	74.9	1.9	0	0	0	0	0	0	0	12.72	0	0	12.72	31.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
946	23B	BEEF MINCE SKIM GRAVY & VEG	R	100	Grams	 	1	 	1	689	0	1960	0	1	23	4.7	24	461	1.63	.04	.12	.06	.7	4.3	1	13	.4	.4	.3	13	196	101	424	0	0	12	1.5	.09	368	8.42	.7	3.9	0	.2	90	.2	11.3	0	.06	1.85	4	3.1	.5	.07	2304	1.8	1.5	.2	384	.8	.2	.9	.21	.3	77.5	2.1	0	0	0	0	0	0	0	12.72	0	0	12.72	31.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
947	23B	BEEF MINCE GRAVY VEG & POTATO	R	100	Grams	 	1	 	1	522	0	1487	0	1	19	9.1	20	361	2.15	.04	.12	.05	.9	5.4	.8	16	.3	.4	.2	10	230	117	489	0	0	13	1.3	.1	279	8.43	.6	3	0	.2	74	.3	8.5	0	.04	2.39	3	7.7	.5	.11	1748	1.4	1.4	.26	291	.6	.2	2.6	.23	.2	74.5	1.5	0	0	0	0	0	0	0	9.65	0	0	9.65	24.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
948	23B	BEEF MINCE SKIM GRAVY VEG POTO	R	100	Grams	 	1	 	1	522	0	1487	0	1	19	9.1	18	364	1.23	.04	.11	.07	.9	3.3	.9	17	.3	.4	.2	11	240	100	422	0	0	13	1.3	.1	282	8.43	.6	3.3	0	.2	78	.3	9.2	0	.05	1.41	3	7.7	.5	.11	1748	1.5	1.4	.15	291	.6	.2	2.6	.16	.2	76.5	1.7	0	0	0	0	0	0	0	9.65	0	0	9.65	24.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
949	23B	BEEF RUMP STEAK RAW LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	0	0	1	4	0	60	38	4.13	.09	.18	.04	0	9.6	2	5	0	0	.8	11	348	171	715	0	0	22	0	0	56	6.25	1.2	9.3	0	0	197	.7	21.2	0	.23	4.19	7	0	0	.09	0	3.4	0	.37	0	1.8	.6	0	.44	0	68.2	3.5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
950	23B	BEEF RUMP STEAK FRIED LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	7	0	2	5	0	84	47	5.34	.1	.81	.02	0	12.7	2.7	5	0	0	1.1	9	355	228	954	0	0	23	0	.02	71	6.25	1.6	11.2	0	0	215	.7	28.4	3	.27	5.14	9	0	0	.13	7	4.5	0	.44	4	2.1	.6	0	.61	.2	57.2	4.7	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951	23B	BEEF RUMP STEAK FRIED LEAN ONLY	F	100	Grams	 	1	 	1	0	0	8	0	2	5	0	86	50	2.48	.08	.76	.02	0	6.6	3	5	0	0	1.2	9	385	183	770	0	0	25	0	.02	78	6.25	1.8	12.6	0	0	235	.7	30.9	4	.29	2.5	10	0	0	.14	8	4.9	0	.2	5	2.2	.6	0	.7	.2	61.7	5.2	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
952	23B	BEEF RUMP STEAK GRILLED LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	7	0	2	7	0	76	59	4.03	.12	.25	.04	0	9.6	2.4	18	0	0	.9	12	406	204	854	0	0	27	0	.02	70	6.25	1.4	12.7	0	0	245	.9	29.4	4	.27	4.13	9	0	0	.12	7	4.7	0	.35	5	2.4	.6	0	.64	.1	59.7	5.2	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
953	23B	BEEF RUMP STEAK GRILLED LEAN ONLY	F	100	Grams	 	1	 	1	0	0	8	0	2	7	0	75	61	2.28	.11	.23	.04	0	5.7	2.5	5	0	0	1	11	423	174	730	0	0	29	0	.02	73	6.25	1.5	13.8	0	0	258	.9	30.5	4	.27	2.39	10	0	0	.13	8	4.9	0	.17	5	2.5	.6	0	.4	.1	63.3	5.5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
954	23B	BEEF SILVERSIDE SALTED BOILED LEAN FAT	F	100	Grams	 	1	 	1	0	0	7	0	2	12	0	73	1570	5.66	.11	.24	0	0	12.5	1.8	12	0	0	.7	11	170	224	938	0	0	16	0	.02	942	6.25	1.1	8.5	0	0	134	.4	27.9	4	.25	5.13	9	0	0	.05	7	4.5	0	.5	5	2.2	.4	0	.57	.1	56.5	4.8	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
955	23B	BEEF SILVERSIDE SALTED BOILED LEAN ONLY	F	100	Grams	 	1	 	1	0	0	8	0	2	10	0	74	1690	3.3	.09	.17	0	0	6.9	2	12	0	0	.8	11	185	184	772	0	0	17	0	.02	1015	6.25	1.2	9.4	0	0	145	.4	30.4	4	.27	2.49	10	0	0	.05	8	4.9	0	.24	5	2.4	.4	0	.65	.1	60.4	5.3	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
956	23B	BEEF SIRLOIN RAW LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	0	0	1	5	0	57	46	5.29	.07	.25	.02	0	12.7	1.5	17	0	0	.6	11	324	200	836	0	0	20	0	0	62	6.25	.9	8.9	0	0	175	.7	21.6	0	.24	5.8	7	0	0	.09	0	3.5	0	.49	0	2	.5	0	.4	.1	64.5	3.5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	23B	BEEF SIRLOIN ROAST LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	7	0	2	7	0	85	57	5.24	.08	.22	0	0	12.6	1.9	11	0	0	.7	15	328	232	972	0	0	22	0	0	53	6.25	1.1	10.5	0	0	203	.5	29.8	3	.27	5.73	10	0	0	.12	7	4.8	0	.47	4	2.5	.5	0	.57	0	54.5	5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958	23B	BEEF SIRLOIN ROAST LEAN ONLY	F	100	Grams	 	1	 	1	0	0	8	0	2	7	0	79	60	2.66	.05	.11	0	0	6.5	2	7	0	0	.8	15	350	188	791	0	0	24	0	0	55	6.25	1.2	12	0	0	220	.4	32.4	4	.28	2.9	11	0	0	.13	8	5.2	0	.2	5	2.6	.6	0	.7	0	59.2	5.7	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
959	23B	BEEF STEWING STEAK RAW LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	0	0	1	5	0	69	66	2.69	.08	.12	.04	0	6.4	2	6	0	0	.8	13	343	146	611	0	0	20	0	0	66	6.25	1.2	8.3	0	0	182	.7	22.1	0	.26	2.75	7	0	0	.07	0	3.5	0	.24	0	2.3	.4	0	.72	.2	70.1	5.3	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
960	23B	BEEF STEWING STEAK STEWED LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	7	0	2	15	0	91	33	3.99	.09	.77	.04	0	9.6	2.3	11	0	0	.9	12	252	203	851	0	0	19	0	.01	51	6.25	1.4	8.7	0	0	184	.3	29.2	3	.15	3.73	10	0	0	.03	7	4.7	0	.3	4	2.4	.2	0	.59	.2	59.4	7.5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
961	23B	STEW STEAK L&F GRAVY & VEG	R	100	Grams	 	1	 	1	612	0	1744	0	1	21	3.9	35	502	1.98	.12	.37	.06	.6	4.5	1.3	11	.3	.4	.5	15	246	108	451	0	0	14	1.3	.09	397	8.54	.9	3.7	.1	.2	106	.3	13.2	0	.1	1.56	4	2.5	.5	.06	2050	2.1	1.4	.12	342	.9	.2	.8	.37	.5	75.6	2.9	0	0	0	0	0	0	0	11.16	0	0	11.16	37.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962	23B	STEW STEAK LEAN GRAVY & VEG	R	100	Grams	 	1	 	1	612	0	1744	0	1	21	3.9	34	504	1.36	.11	.36	.06	.6	3	1.4	11	.3	.4	.5	15	254	96	402	0	0	14	1.3	.09	398	8.54	.9	3.9	.1	.2	111	.3	13.5	0	.11	.87	4	2.5	.5	.06	2050	2.2	1.4	.06	342	1	.2	.8	.41	.5	77.3	3.1	0	0	0	0	0	0	0	11.16	0	0	11.16	37.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963	23B	STEW STEAK L&F GRAVY VEG POTA	R	100	Grams	 	1	 	1	580	0	1651	0	1	20	11.9	5	470	.77	.08	.32	.07	1.1	1.7	.6	18	.4	.4	.1	11	227	77	325	0	0	11	1.6	.13	352	8.55	.5	1.4	0	.2	41	.3	4.3	0	.03	.36	2	10.2	.6	.14	1941	.7	1.6	.02	324	.1	.2	3.6	.05	.5	79.7	.7	0	0	0	0	0	0	0	10.57	0	0	10.57	5.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
964	23B	STEW STEAK LEAN GRAVY VEG POTA	R	100	Grams	 	1	 	1	446	0	1271	0	1	17	9.1	25	384	.99	.08	.28	.07	.9	2.2	1.2	15	.3	.3	.3	12	289	96	407	0	0	16	1.2	.1	293	8.55	.8	3.2	0	.1	92	.4	10.5	0	.08	.65	4	7.9	.5	.11	1494	1.7	1.3	.04	249	.7	.3	2.8	.3	.4	76.1	2.4	0	0	0	0	0	0	0	8.13	0	0	8.13	27.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965	23B	STEWING STEAK AND KIDNEY RAW	R	100	Grams	 	1	 	1	0	0	0	0	15	6	0	226	132	1.82	.08	.17	.27	0	4.9	3.6	7	0	0	1.4	13	310	124	521	0	0	19	0	.05	100	6.25	2.1	10.1	0	0	216	2.1	20.1	42	1.11	1.97	64	0	0	.18	0	3.2	0	.16	42	8.2	.5	3.7	.43	.3	73.5	4.2	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
966	23B	STEWING STEAK & KIDNEY STEWED	R	100	Grams	 	1	 	1	0	0	5	0	8	13	.6	155	79	3.33	.09	.64	.15	0	8.4	2.9	10	0	0	1.1	11	239	178	746	0	0	18	0	.04	79	6.34	1.7	8.3	0	0	189	.7	25.2	22	.43	3.31	36	.5	0	.05	5	4	0	.26	23	4.4	.2	1.7	.44	.2	64.2	6.1	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	18.75	0	0	0	0	0	0	0	0	0	0
967	23B	STEAK & KIDNEY STEWED SKIMMED	R	100	Grams	 	1	 	1	0	0	3	0	8	13	.6	158	90	2.22	.09	.8	.15	0	6.1	3.2	15	0	0	1.3	14	248	170	713	0	0	19	0	.04	86	6.34	1.9	9.1	0	0	199	.8	28.2	21	.44	2.17	36	.5	0	.04	3	4.5	0	.17	22	4.5	.3	1.7	.52	.1	64.9	7.1	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	18.75	0	0	0	0	0	0	0	0	0	0
968	23B	BEEF TOPSIDE RAW LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	0	0	1	5	0	48	44	5.33	.08	.25	.07	0	12.8	1.7	22	0	0	.7	9	338	199	828	0	0	22	0	.02	67	6.25	1	8.9	0	0	193	.6	20.9	0	.17	5.75	7	0	0	.08	0	3.3	0	.58	0	1.9	.5	0	.42	.1	64.9	3.5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
969	23B	BEEF TOPSIDE ROAST LEAN AND FAT	F	100	Grams	 	1	 	1	0	0	3	0	2	5	0	71	54	4.74	.08	.23	.06	0	11.4	2.3	15	0	0	.9	10	360	222	930	0	0	23	0	.02	62	6.25	1.4	12.4	0	0	213	.5	29.9	0	.3	5.01	11	0	0	.06	3	4.8	0	.5	1	2.1	.5	0	.35	.1	57.6	5.1	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
970	23B	BEEF TOPSIDE ROAST LEAN ONLY	F	100	Grams	 	1	 	1	0	0	3	0	2	5	0	68	56	2.13	.08	.23	.07	0	5.1	2.5	14	0	0	1	9	385	175	736	0	0	25	0	.02	66	6.25	1.5	13.9	0	0	230	.5	32.2	0	.32	2.08	12	0	0	.06	0	5.2	0	.5	0	2.2	.5	0	.4	0	62.2	5.6	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
971	23B	STEWING STEAK STEWED LEAN ONLY NO GRAVY	F	100	Grams	 	1	 	1	0	0	4	0	2	15	0	95	47	2.5	.09	.99	.04	0	6.5	2.7	18	0	0	1.1	15	263	192	807	0	0	21	0	.01	61	6.25	1.6	9.8	0	0	197	.4	33.3	2	.17	2.21	11	0	0	.02	4	5.3	0	.17	3	2.6	.3	0	.7	.1	60.3	8.8	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976	24B	LAMB BREAST LEAN AND FAT RAW	F	100	Grams	 	1	 	1	0	0	0	0	1	8	0	78	74	6.64	.42	1	.07	0	24.7	1	3	0	0	.4	8	236	287	1188	0	0	16	0	.01	69	6.25	.6	6.5	0	0	141	.8	16.2	16	.14	12.06	2	0	0	.08	0	2.6	0	2.09	16	1.5	.2	0	.4	.3	54.8	2.6	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977	24B	LAMB BREAST OF ROAST LEAN ONLY	F	100	Grams	 	1	 	1	0	0	0	0	2	8	0	110	67	4.96	.33	.75	.07	0	18.5	1.6	4	0	0	.6	6	325	273	1138	0	0	22	0	.01	93	6.25	1	11.3	0	0	200	1.3	26.7	0	.19	9.02	4	0	0	.08	0	4.3	0	1.57	0	2.5	.2	0	.65	.1	54.4	5.1	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
978	24B	LAMB BREAST ROAST STUFFED	R	100	Grams	 	1	 	1	0	0	0	0	3	63	3.9	85	216	10.16	.21	.54	.06	.3	24.2	1.4	8	0	.1	.5	9	255	307	1273	.1	0	19	.3	.07	152	6.25	1	7.7	0	0	155	1	18.5	0	.19	9.77	4	3.6	0	.13	0	3	.3	1.1	0	1.7	.2	0	.46	.2	51.7	3	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979	24B	LAMB MUTTON AND VEGETABLE CURRY	R	100	Grams	 	1	 	1	8	0	283	6	1	24	3.3	38	353	3.93	.45	1.63	.08	1.6	9.1	1.8	13	.5	.6	.3	5	291	140	585	0	0	22	2.2	.18	237	7.91	1.5	5.5	0	.5	126	.5	11.5	2	.12	2.21	1	1.1	.6	.13	290	1.8	2.2	.26	51	1	.2	8.1	.19	1.6	72.7	1.4	0	0	0	0	16.67	0	0	2.66	0	0	21.89	0	37.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980	24B	LAMB LOIN CHOPS GRILLED LEAN ONLY NO BONE	F	100	Grams	 	1	 	1	0	0	0	0	3	22	0	110	73	2.87	.18	.43	.1	0	10.7	2.1	4	0	0	.8	6	395	213	892	0	0	28	0	.02	80	6.25	1.3	14.4	0	0	240	1.4	29.2	0	.26	5.22	4	0	0	.17	0	4.7	0	.9	0	2.7	.5	0	.65	0	59.6	3.6	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
