"Marine Scotland Site ID","Date Registered","Site Name","National Grid Reference","Local Authority","Producing in Last 3 Years","Site Address 1","Site Address 2","Site Address 3","Site Post Code","Site Contact Number","Aquaculture Type","Water Type","Health Surveillance","Easting","Northing","MS Management Area","Region","Operator","Species"
"FS1122","14-May-2009","Grey Horse Channel","NF984754","Western Isles","Yes","Hoebeg Cheesebay","Loch Maddy","North Uist","HS6 5AT","","Fish","Seawater","Medium","98400","875400","5c - E North Uist","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A, Lumpsucker, Wrasse"
"FS1334","18-Sep-2019","Grey Horse Channel Outer","NF993754","Western Isles","Yes","Hoebeg Cheesebay","Loch Maddy","North Uist","HS6 5AT","","Fish","Seawater","Medium","99300","875400","5c - E North Uist","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, Lumpsucker, N/A, Wrasse"
"FS0051","31-Oct-1994","Grimsay","NF886558","Western Isles","Yes","N/A","","","","","Fish","Seawater","Medium","88600","855800","7a - Ronay, Benbecula, N South Uist","Western Isles","Bakkafrost Scotland","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"SS0526","25-Jan-1994","Grink Holm","HU302595","Shetland","Yes","Cribba Sound","Shetland","","-","","Shellfish","Seawater","Medium","430200","1159500","4a - South St Magnus Bay","Shetland","Cribba Sound Ltd","Common mussel, N/A"
"FS1083","08-Sep-2004","Groatay","NF977739","Western Isles","Yes","Hoebeg Cheesebay","Loch Maddy","North Uist","HS6 5AT","","Fish","Seawater","Low","97700","873900","5c - E North Uist","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, Lumpsucker, Wrasse, N/A"
"SS0869","23-Aug-2013","Gruna","HU285598","Shetland","No","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","428500","1159800","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","Common mussel, N/A"
"SS0698","07-Aug-2003","Grunigill","HU288567","Shetland","Yes","Grunigill","Brindister Voe, Vementry","","ZE2 9NT","","Shellfish","Seawater","Medium","428800","1156700","4a - South St Magnus Bay","Shetland","A J Walterson","N/A, Common mussel"
"SS0905","03-Apr-2017","Grunna Voe","HU460614","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","446000","1161400","2a - Vidlin Voe, Dury Voe, W Whalsay","Shetland","Shetland Mussels Ltd","N/A, Common mussel"
"SS0969","15-Feb-2023","Grunna Voe (Outer)","HU462621","Shetland","New","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","446200","1162100","2a - Vidlin Voe, Dury Voe, W Whalsay","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"FS1113","17-Jul-2008","Gunnister Voe","HU303735","Shetland","No","N/A","","","","","Fish","Seawater","","430300","1173500","Not in a management area","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"SS0891","10-Dec-2014","Gunnister Voe","HU311742","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","431100","1174200","4c - N St Magnus Bay","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"FS0290","01-Jan-1986","Habost Hatchery","NB333198","Western Isles","No","N/A","","","","","Fish","Freshwater","","133300","919800","","Western Isles","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"SS0685","29-Apr-2003","Hacklete","NB145343","Western Isles","Yes","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","114500","934300","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"FS1114","17-Jul-2008","Hamar Sound","HU297759","Shetland","No","N/A","","","","","Fish","Seawater","Medium","429700","1175900","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, Lumpsucker, N/A"
"SS0833","05-Sep-2011","Hamar Voe","HU306760","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","430600","1176000","4c - N St Magnus Bay","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"FS0904","18-Jul-1997","Hamars Ness","HU588949","Shetland","No","N/A","","","","","Fish","Seawater","","458800","1194900","","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A"
"SS0705","16-Feb-2004","Hamnavoe","HU237802","Shetland","Yes","N/A","","","","","Shellfish","Seawater","Low","423700","1180200","Not in a management area","Shetland","Cribba Sound Ltd","N/A, Common mussel"
"SS0717","20-Aug-2004","Hamnavoe","HU489794","Shetland","No","Cullivoe Pier","Yell","","ZE2 9DD","","Shellfish","Seawater","Low","448900","1179400","2c - NE Shetland mainland","Shetland","C&A Thomason Ltd","Common mussel, N/A"
"FS1144","03-Mar-2010","Hamnavoe","HU495726","Shetland","No","N/A","","","","","Fish","Seawater","Medium","449500","1172600","2c - NE Shetland mainland","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, Lumpsucker, N/A"
"SS0810","16-Jul-2009","Hamnaway","NB026197","Western Isles","No","N/A","","","","","Shellfish","Seawater","Low","102600","919700","","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"FS0855","05-Nov-1998","Harvest Station","HU336476","Shetland","No","N/A","","","","","Fish","Seawater","","433600","1147600","","Shetland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0185","10-Aug-1987","Hatchery","NG958216","Highland","No","N/A","","","","","Fish","Freshwater","","195800","821600","","Highland","Kintail Hatchery","Atlantic Salmon, N/A"
"SS0611","01-Nov-2000","Hawksness","HU607980","Shetland","No","Maundeville","Uyeasound, Unst","","ZE2 9DL","","Shellfish","Seawater","Low","460700","1198000","1b - S Unst, E Yell, Fetlar","Shetland","Unst Shellfish","Common mussel, N/A"
"FS0758","18-Oct-1996","Heights","HU344657","Shetland","No","N/A","","","","","Fish","Seawater","N/A","434400","1165700","","Shetland","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"FS1261","23-Feb-2012","Hellisay","NF759032","Western Isles","Yes","Sound of Hellisay Salmon Farm","Ardveenish North Bay","Isle of Barra Western Isles","HS9 5YA","","Fish","Seawater","Low","75900","803200","7c - Barra","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, Lumpsucker, N/A, Wrasse"
"SS0614","05-Dec-2000","Heocksness","HU256476","Shetland","Yes","Primrose Cottage","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","425600","1147600","3b - Gruting, Vaila, Walls","Shetland","A&C Tait","Common mussel, N/A"
"SS0782","08-Jun-2007","Hevden Ness","HU357658","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","435700","1165800","4a - South St Magnus Bay","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"FS1053","04-Feb-2003","Hogan","HU262474","Shetland","Yes","Burrastow","Walls","","ZE2 9DP","","Fish","Seawater","Low","426200","1147400","3b - Gruting, Vaila, Walls","Shetland","Cooke Aquaculture Scotland Ltd","N/A, Lumpsucker, Wrasse, Atlantic Salmon"
"FS0822","22-May-2002","Hoghill Fish Farm","NY370895","Dumfries and Galloway","Yes","Aswing","Buccleuch Square","Langholm Dumfries-shire","DG13 0AW","","Fish","Freshwater","Medium","337000","589500","Not in a management area","Dumfries & Galloway","Hoghill Trout Farm Ltd","Rainbow Trout, N/A, Brown Trout and sea trout"
"FS0154","01-Mar-1977","Hole Bay","NF840404","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","84000","840400","","Western Isles","Bakkafrost Scotland","Atlantic Salmon, N/A"
"SS0749","16-Sep-2005","Holm of Brough","HU386356","Shetland","Yes","Sained","Eastvoe, Scalloway","","ZE1 0US","","Shellfish","Seawater","Medium","438600","1135600","3a - SW Shetland mainland","Shetland","Eastvoe Shellfish","N/A, Common mussel"
"FS0166","24-Apr-1985","Holm of Gruting","HU272476","Shetland","No","N/A","","","","","Fish","Seawater","Low","427200","1147600","3b - Gruting, Vaila, Walls","Shetland","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, N/A"
"FS0749","27-Mar-1995","Holms Geo","HU390313","Shetland","Yes","North House","Taing Burra Isle","Shetland","-","","Fish","Seawater","Medium","439000","1131300","3a - SW Shetland mainland","Shetland","Scottish Sea Farms Ltd","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"SS0808","14-May-2009","Holms of Uyeasound","HU312607","Shetland","Yes","Vementry","Aith, Bixter","","ZE2 9ND","","Shellfish","Seawater","Medium","431200","1160700","4a - South St Magnus Bay","Shetland","Vementry Aquaculture","Common mussel, N/A"
"FS0614","17-Jan-1992","Holywood Breeding Centre","NX976782","Dumfries and Galloway","Yes","Holywood Breeding Centre","Holywood","","DG2 0RJ","","Fish","Freshwater","Medium","297600","578200","Not in a management area","Dumfries & Galloway","AquaGen Scotland Ltd","N/A, Atlantic Salmon"
"SS0856","10-Apr-2013","Houbanster","HU349619","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","434900","1161900","4a - South St Magnus Bay","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"SS0605","05-Sep-2000","Houss","HU386320","Shetland","Yes","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","438600","1132000","3a - SW Shetland mainland","Shetland","SI Seafarms Ltd","N/A, Common mussel"
"FS1105","15-Jun-2007","Human Genetics Unit","NT231752","City of Edinburgh","New","Edinburgh Cancer Research Centre","University of Edinburgh","Crewe Road South, ","EH4 2XR","","Fish","Freshwater","Low","323100","675200","Not in a management area","Lothian","Medical Research Council","N/A, Aquarium spp (fish) - non-sus"
"FS1337","09-Jan-2020","Hunda","ND445977","Orkney","Yes","Orkney Regional Office","Scapa","Orkney","KW15 1SD","","Fish","Seawater","Medium","344500","997700","8c - Scapa Flow","Orkney","Scottish Sea Farms Ltd","Lumpsucker, Atlantic Salmon, N/A, Wrasse"
"SS0947","03-Feb-2021","Huney","HP648068","Shetland","No","Maundeville","Uyeasound, Unst","","ZE2 9DL","","Shellfish","Seawater","Low","464800","1206800","1a - E Unst","Shetland","Unst Shellfish","N/A, Common mussel"
"FS0601","01-Jan-1981","Hunterston","NS179514","North Ayrshire","No","N/A","","","","","Fish","Seawater","","217900","651400","","Strathclyde","Scottish Sea Farms Ltd","Turbot, N/A"
"SS0228","01-May-1987","Hunterston Terminal -  Fairlie","NS199543","North Ayrshire","Yes","Yonderfield Farm","Portencross, West Kilbride","Ayrshire","KA23 9PY","","Shellfish","Seawater","Medium","219900","654300","Not in a management area","Strathclyde","Cumbrae Oysters Ltd.","N/A, Pacific Oyster, Manilla Clam"
"FS0593","06-Jan-1988","Inch Kenneth","NM450364","Argyll and Bute","Yes","N/A","","","","","Fish","Seawater","Medium","145000","736400","16a - Tuath, na Keal","Strathclyde","Bakkafrost Scotland","Atlantic Salmon, Wrasse, N/A, Lumpsucker"
"FS0226","03-Sep-1982","Inchmore","NH301126","Highland","Yes","Dalchreichart","Glenmoriston","Inverness-shire","IV63 7YN","","Fish","Freshwater","High","230100","812600","Not in a management area","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0830","17-Dec-1993","Incubation Shed","NG948213","Highland","No","N/A","","","","","Fish","Freshwater","","194800","821300","","Highland","Kintail Hatchery","Atlantic Salmon, N/A"
"SS0862","11-Jun-2013","Inner Collafirth, Delting","HU436694","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Low","443600","1169400","2c - NE Shetland mainland","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"FS0072","13-Sep-1991","Inner Loch Carnan","NF828436","Western Isles","No","N/A","","","","","Fish","Seawater","","82800","843600","","Western Isles","Loch Duart Ltd","Wrasse, N/A, Atlantic Salmon"
"FS1058","20-Mar-2003","Inner Mangaster ","HU329702","Shetland","No","c/o Blackness Pier","Scalloway","","ZE1 0TQ","","Fish","Seawater","Medium","432900","1170200","4c - N St Magnus Bay","Shetland","Scottish Sea Farms Ltd","Lumpsucker, N/A, Atlantic Salmon, Wrasse"
"FS1079","28-May-2004","Inner Skipport","NF837385","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","83700","838500","","Western Isles","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0212","17-Oct-1985","Invasion Bay","NM732610","Highland","Yes","Laudale Estate","Ardgour","","PH33 7AF","","Fish","Seawater","High","173200","761000","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Mowi Scotland Ltd","Wrasse, Atlantic Salmon, N/A, Lumpsucker"
"FS1067","09-Sep-2003","Inverawe (East) Etive 2","NN026331","Argyll and Bute","Yes","Loch Etive Trout Farm","Inverawe","","PA35 1HU","","Fish","Seawater","High","202600","733100","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Dawnfresh Farming Ltd","N/A, Rainbow Trout"
"FS0040","01-Jan-1993","Inverawe (West) Etive 1","NN017329","Argyll and Bute","No","N/A","","","","","Fish","Seawater","Low","201700","732900","","Strathclyde","Dawnfresh Farming Ltd","Rainbow Trout, N/A"
"FS0215","01-Nov-1991","Invergarry","NH298011","Highland","No","N/A","","","","","Fish","Freshwater","","229800","801100","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0740","23-Jan-1996","Invergarry Hatchery","NH298011","Highland","No","N/A","","","","","Fish","Freshwater","","229800","801100","","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS1061","15-Apr-2003","Inverkerry Hatchery","NG813739","Highland","Yes","Inverkerry","Ross-shire","Ross-shire","IV21 2AL","","Fish","Freshwater","Low","181300","873900","Not in a management area","Highland","Landcatch Natural Selection Ltd","Atlantic Salmon, N/A"
"FS0265","01-Jan-1986","Inverkerry Smolt Unit","NG812739","Highland","Yes","Inverkerry","Ross-shire","Ross-shire","IV21 2AL","","Fish","Freshwater","Medium","181200","873900","Not in a management area","Highland","Landcatch Natural Selection Ltd","N/A, Atlantic Salmon"
"FS0264","01-Jan-1992","Inverpolly","NC075134","Highland","Yes","Finfish Ltd","Inverpolly","Ross-shire","IV26 2YB","","Fish","Freshwater","Medium","207500","913400","Not in a management area","Highland","Finfish Ltd","Atlantic Salmon, N/A"
"FS1344","31-Mar-2020","Invertote Salmon Farm","NG530587","Highland","Yes","6 Broom Place","","","IV51 9HL","","Fish","Seawater","Low","153000","858700","11b - Sound of Raasay, Ainort, Scalpay","Highland","Organic Sea Harvest Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS0537","15-Mar-1972","Invicta Trout","NX890800","Dumfries and Galloway","Yes","Newtonairds Farm","","","DG2 0JL","","Fish","Freshwater","High","289000","580000","Not in a management area","Dumfries & Galloway","Invicta Trout Ltd","Tiger trout, Rainbow Trout, Brown Trout and sea trout, N/A"
"SS0452","30-Nov-1990","Islay","NR296704","Argyll and Bute","Yes","Loch Gruinart","","","-","","Shellfish","Seawater","High","129600","670400","Not in a management area","Strathclyde","G. & J. Archibald","N/A, Pacific Oyster, Flat or native oyster"
"FS1084","12-Oct-2004","Isle Ewe","NG839888","Highland","Yes","N/A","","","","","Fish","Seawater","Medium","183900","888800","10c - Ewe","Highland","Mowi Scotland Ltd","Lumpsucker, Wrasse, N/A, Atlantic Salmon"
"SS0917","19-Feb-2018","John Muir Building","NT175695","City of Edinburgh","No","John Muir Building","Heriot Watt University","Riccarton Campus, Edinburgh","EH14 4AS","","Shellfish","Seawater","High","317500","669500","Not in a management area","Lothian","Heriot Watt University","N/A, Flat or native oyster"
"FS0890","01-Nov-1996","Jubilee Loch Shin","NC394242","Highland","Yes","Loch Shin","Overscaig Jubilee Plantation","by Lairg, Sutherland","IV27 4NY","","Fish","Freshwater","Low","239400","924200","Not in a management area","Highland","Migdale Smolts Ltd","N/A, Atlantic Salmon"
"SS0878","17-Apr-2014","Kallee Ness","HU393353","Shetland","Yes","Sained","Eastvoe, Scalloway","","ZE1 0US","","Shellfish","Seawater","Medium","439300","1135300","3a - SW Shetland mainland","Shetland","Eastvoe Shellfish","Common mussel, N/A"
"FS0462","01-Jan-1983","Kames Bay (east)","NM824117","Argyll and Bute","Yes","Kilmelford","","Argyll","PA34 4XA","","Fish","Seawater","Medium","182400","711700","16d - Seil Sound to Loch Craignish","Strathclyde","Kames Fish Farming Ltd","N/A, Rainbow Trout"
"FS0271","01-Oct-1974","Kames Bay (west)","NM821117","Argyll and Bute","Yes","Kilmelford","","Argyll","PA34 4XA","","Fish","Seawater","Medium","182100","711700","16d - Seil Sound to Loch Craignish","Strathclyde","Kames Fish Farming Ltd","Rainbow Trout, N/A, Atlantic Salmon"
"FS0269","01-Jan-1974","Kames Hatchery","NM818114","Argyll and Bute","Yes","Kilmelford","","Argyll","PA34 4XA","","Fish","Freshwater","Low","181800","711400","Not in a management area","Strathclyde","Kames Fish Farming Ltd","Rainbow Trout, N/A"
"SS0775","07-Mar-2007","Keava","NB199345","Western Isles","Yes","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","119900","934500","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"FS0359","25-Apr-1998","Kempie Bay","NC446584","Highland","Yes","Kempie Bay","Loch Eriboll, Port Chamuill, Laid","Lairg, Sutherland","IV27 4UE","","Fish","Seawater","High","244600","958400","9a - Loch Eriboll","Highland","Scottish Sea Farms Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS0050","25-Sep-1986","Kenmore","NG765570","Highland","Yes","Kenmore","Ross-shire","","IV54 8XH","","Fish","Seawater","Medium","176500","857000","11a - Torridon","Highland","Bakkafrost Scotland","Atlantic Salmon, N/A, Lumpsucker, Wrasse"
"SS0893","01-Jul-2015","Keoldale Kyle of Durness","NC372666","Highland","Yes","Easter Balfreish","Galcantray","Cawdor Nairn","IV12 5XY","","Shellfish","Seawater","High","237200","966600","Not in a management area","Highland","Cowrie Associates Ltd","Flat or native oyster, Pacific Oyster, N/A"
"SS0802","08-Sep-2008","Keose","NB367213","Western Isles","Yes","9 Holm","Stornoway","","HS2 0AZ","","Shellfish","Seawater","Medium","136700","921300","5a - E Lewis","Western Isles","Raven Rock Sea Products Ltd.","Common mussel, N/A"
"FS0261","11-Nov-1985","Kerrera A","NM845301","Argyll and Bute","No","N/A","","","","","Fish","Seawater","Low","184500","730100","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Scottish Sea Farms Ltd","N/A, Atlantic Salmon"
"FS0663","04-Sep-1991","Kerrera B","NM835307","Argyll and Bute","Yes","South Shian","Connel","Oban, Argyll","PA37 1SB","","Fish","Seawater","Medium","183500","730700","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Scottish Sea Farms Ltd","N/A, Wrasse, Lumpsucker, Atlantic Salmon"
"FS0898","22-May-1997","Kerrera C (Cutters Rock)","NM817268","Argyll and Bute","No","N/A","","","","","Fish","Seawater","","181700","726800","","Strathclyde","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"SS0972","05-May-2023","Kershader Spat","NB337203","Western Isles","New","9 Holm","Stornoway","","HS2 0AZ","01851 706476","Shellfish","Seawater","Medium","133700","920300","5a - E Lewis","Western Isles","Raven Rock Sea Products Ltd.","Common mussel, N/A"
